area,number,latitude,species,Tb,time,date,family
K,20111,-25.75,Trachylepis spilogaster,34.5,11:48,07/06/70,Scindidae
K,20113,-25.75,Trachylepis spilogaster,35.7,12:12,07/06/70,Scindidae
K,20118,-25.75,Trachylepis spilogaster,35.1,13:06,07/06/70,Scindidae
K,20119,-25.75,Trachylepis spilogaster,36.7,13:15,07/06/70,Scindidae
K,20124,-25.75,Trachylepis spilogaster,33.6,16:31,07/06/70,Scindidae
K,20126,-25.75,Trachylepis spilogaster,32.6,16:44,07/06/70,Scindidae
K,20134,-25.75,Trachylepis spilogaster,34,11:47,07/07/70,Scindidae
K,20141,-25.75,Trachylepis spilogaster,36.7,13:36,07/06/70,Scindidae
K,20145,-25.75,Trachylepis spilogaster,31.8,16:22,07/06/70,Scindidae
K,20147,-25.75,Trachylepis spilogaster,34.8,16:41,07/06/70,Scindidae
K,20153,-25.75,Trachylepis spilogaster,34,11:15,07/07/70,Scindidae
T,20256,-26.13,Trachylepis spilogaster,30.6,11:40,07/14/70,Scindidae
T,20261,-26.13,Trachylepis spilogaster,33.2,12:35,07/14/70,Scindidae
T,20267,-26.13,Trachylepis spilogaster,31.7,13:15,07/14/70,Scindidae
T,20268,-26.13,Trachylepis spilogaster,31.9,13:30,07/14/70,Scindidae
T,20269,-26.13,Trachylepis spilogaster,32.7,14:05,07/14/70,Scindidae
T,20272,-26.13,Trachylepis spilogaster,33.8,14:10,07/15/70,Scindidae
T,20273,-26.13,Trachylepis spilogaster,34.5,14:15,07/15/70,Scindidae
T,20274,-26.13,Trachylepis spilogaster,33.3,14:45,07/15/70,Scindidae
T,20275,-26.13,Trachylepis spilogaster,34.4,14:48,07/15/70,Scindidae
T,20276,-26.13,Trachylepis spilogaster,32.3,14:59,07/15/70,Scindidae
T,20278,-26.13,Trachylepis spilogaster,33.9,15:20,07/15/70,Scindidae
T,20279,-26.13,Trachylepis spilogaster,32.4,15:50,07/15/70,Scindidae
T,20299,-26.13,Trachylepis spilogaster,29.9,14:00,07/14/70,Scindidae
T,20300,-26.13,Trachylepis spilogaster,34.8,14:18,07/14/70,Scindidae
T,20303,-26.13,Trachylepis spilogaster,33.8,14:50,07/14/70,Scindidae
K,20459,-25.75,Trachylepis spilogaster,31.6,12:35,08/09/70,Scindidae
K,20461,-25.75,Trachylepis spilogaster,32.2,13:16,08/09/70,Scindidae
K,20469,-25.75,Trachylepis spilogaster,33.5,14:03,08/09/70,Scindidae
K,20472,-25.75,Trachylepis spilogaster,35.7,15:15,08/09/70,Scindidae
K,20473,-25.75,Trachylepis spilogaster,33.3,15:29,08/09/70,Scindidae
T,20600,-26.13,Trachylepis spilogaster,34.8,11:15,08/18/70,Scindidae
T,20616,-26.13,Trachylepis spilogaster,38.8,14:05,08/18/70,Scindidae
T,20626,-26.13,Trachylepis spilogaster,34.4,15:59,08/18/70,Scindidae
T,20628,-26.13,Trachylepis spilogaster,35.6,16:20,08/18/70,Scindidae
T,20630,-26.13,Trachylepis spilogaster,35.6,16:46,08/18/70,Scindidae
T,20632,-26.13,Trachylepis spilogaster,33.1,12:13,08/19/70,Scindidae
T,20633,-26.13,Trachylepis spilogaster,34.5,12:41,08/19/70,Scindidae
T,20634,-26.13,Trachylepis spilogaster,32.7,12:51,08/19/70,Scindidae
T,20635,-26.13,Trachylepis spilogaster,34.9,13:00,08/19/70,Scindidae
T,20636,-26.13,Trachylepis spilogaster,33.5,14:00,08/19/70,Scindidae
T,20640,-26.13,Trachylepis spilogaster,36.1,14:43,08/19/70,Scindidae
T,20646,-26.13,Trachylepis spilogaster,34.9,14:20,08/19/70,Scindidae
T,20648,-26.13,Trachylepis spilogaster,32.4,17:15,08/19/70,Scindidae
K,20865,-25.75,Trachylepis spilogaster,35.9,11:00,09/12/70,Scindidae
K,20881,-25.75,Trachylepis spilogaster,34.4,13:06,09/12/70,Scindidae
K,20910,-25.75,Trachylepis spilogaster,30.8,14:28,09/13/70,Scindidae
K,20912,-25.75,Trachylepis spilogaster,35.3,14:50,09/13/70,Scindidae
K,20915,-25.75,Trachylepis spilogaster,35.2,15:25,09/13/70,Scindidae
K,20916,-25.75,Trachylepis spilogaster,35.4,15:35,09/13/70,Scindidae
T,21128,-26.13,Trachylepis spilogaster,35.6,16:20,09/25/70,Scindidae
T,21129,-26.13,Trachylepis spilogaster,35.1,16:21,09/25/70,Scindidae
T,21130,-26.13,Trachylepis spilogaster,34.6,16:30,09/25/70,Scindidae
T,21133,-26.13,Trachylepis spilogaster,34.4,16:45,09/25/70,Scindidae
T,21135,-26.13,Trachylepis spilogaster,33.7,16:54,09/25/70,Scindidae
T,21136,-26.13,Trachylepis spilogaster,35.5,16:59,09/25/70,Scindidae
T,21156,-26.13,Trachylepis spilogaster,34.6,9:45,09/26/70,Scindidae
T,21164,-26.13,Trachylepis spilogaster,35.6,10:29,09/26/70,Scindidae
T,21169,-26.13,Trachylepis spilogaster,36.1,11:35,09/26/70,Scindidae
T,21174,-26.13,Trachylepis spilogaster,35.1,12:17,09/26/70,Scindidae
T,21182,-26.13,Trachylepis spilogaster,34.4,13:31,09/26/70,Scindidae
T,21183,-26.13,Trachylepis spilogaster,34.8,13:31,09/26/70,Scindidae
T,21184,-26.13,Trachylepis spilogaster,34.8,16:25,09/26/70,Scindidae
T,21188,-26.13,Trachylepis spilogaster,35,16:54,09/26/70,Scindidae
T,21190,-26.13,Trachylepis spilogaster,33.7,17:13,09/26/70,Scindidae
T,21223,-26.13,Trachylepis spilogaster,33,13:20,09/27/70,Scindidae
T,21224,-26.13,Trachylepis spilogaster,29.8,13:25,09/27/70,Scindidae
T,21244,-26.13,Trachylepis spilogaster,31,15:56,09/27/70,Scindidae
T,21245,-26.13,Trachylepis spilogaster,31.7,16:20,09/27/70,Scindidae
T,21390,-26.13,Trachylepis spilogaster,36.5,9:28,10/05/70,Scindidae
T,21415,-26.13,Trachylepis spilogaster,35.8,11:56,10/05/70,Scindidae
T,21416,-26.13,Trachylepis spilogaster,35.9,11:59,10/05/70,Scindidae
T,21417,-26.13,Trachylepis spilogaster,35.5,12:00,10/05/70,Scindidae
T,21418,-26.13,Trachylepis spilogaster,35.9,12:13,10/05/70,Scindidae
T,21419,-26.13,Trachylepis spilogaster,35.9,12:16,10/05/70,Scindidae
T,21420,-26.13,Trachylepis spilogaster,37.3,12:20,10/05/70,Scindidae
T,21446,-26.13,Trachylepis spilogaster,31.8,9:28,10/06/70,Scindidae
T,21447,-26.13,Trachylepis spilogaster,36.3,9:37,10/06/70,Scindidae
T,21455,-26.13,Trachylepis spilogaster,32.8,10:47,10/06/70,Scindidae
A,16450,-27.37,Trachylepis variegata,35.4,19:06,01/29/70,Scindidae
B,16671,-26.13,Trachylepis variegata,29.8,7:55,02/02/70,Scindidae
B,17029,-26.13,Trachylepis variegata,36.1,9:28,02/08/70,Scindidae
G,17959,-28.22,Trachylepis variegata,37.2,10:44,02/26/70,Scindidae
A,18652,-27.37,Trachylepis variegata,37,17:50,04/04/70,Scindidae
A,18653,-27.37,Trachylepis variegata,35.4,18:10,04/04/70,Scindidae
X,18727,-27.37,Trachylepis variegata,36.7,9:53,04/13/70,Scindidae
A,19975,-27.37,Trachylepis variegata,32.3,15:15,07/02/70,Scindidae
A,19977,-27.37,Trachylepis variegata,35.8,15:33,07/02/70,Scindidae
A,20020,-27.37,Trachylepis variegata,34.1,14:50,07/03/70,Scindidae
X,20246,-27.37,Trachylepis variegata,33.4,13:49,07/11/70,Scindidae
T,20270,-26.13,Trachylepis variegata,30.5,14:14,07/14/70,Scindidae
A,20384,-27.37,Trachylepis variegata,29.2,13:45,08/03/70,Scindidae
A,20394,-27.37,Trachylepis variegata,32.8,15:25,08/03/70,Scindidae
X,20546,-27.37,Trachylepis variegata,32.9,12:25,08/15/70,Scindidae
NA,20739,-26.55,Trachylepis variegata,33.5,11:35,09/02/70,Scindidae
A,20944,-27.37,Trachylepis variegata,32.7,15:03,09/19/70,Scindidae
X,21345,-27.37,Trachylepis variegata,35.4,11:00,10/03/70,Scindidae
