area,number,latitude,species,Tb,time,date,family
R,19851,-28.23,Meroles suborbitalis,32.8,13:05,05/26/70,Lacertidae
R,19852,-28.23,Meroles suborbitalis,35.9,13:10,05/26/70,Lacertidae
R,19854,-28.23,Meroles suborbitalis,31.1,13:23,05/26/70,Lacertidae
R,19855,-28.23,Meroles suborbitalis,33.3,13:33,05/26/70,Lacertidae
R,19857,-28.23,Meroles suborbitalis,32.1,13:45,05/26/70,Lacertidae
R,19858,-28.23,Meroles suborbitalis,33.3,13:49,05/26/70,Lacertidae
R,19859,-28.23,Meroles suborbitalis,33.4,14:10,05/26/70,Lacertidae
R,19861,-28.23,Meroles suborbitalis,34.9,13:58,05/26/70,Lacertidae
R,19863,-28.23,Meroles suborbitalis,36.2,14:25,05/26/70,Lacertidae
R,19865,-28.23,Meroles suborbitalis,33.8,14:48,05/26/70,Lacertidae
R,19868,-28.23,Meroles suborbitalis,35.1,15:16,05/26/70,Lacertidae
R,19881,-28.23,Meroles suborbitalis,34.5,14:22,05/26/70,Lacertidae
R,19882,-28.23,Meroles suborbitalis,33.4,14:24,05/26/70,Lacertidae
R,19883,-28.23,Meroles suborbitalis,31.8,14:54,05/26/70,Lacertidae
A,19965,-27.37,Meroles suborbitalis,35,11:48,07/02/70,Lacertidae
A,19987,-27.37,Meroles suborbitalis,31.2,12:05,07/03/70,Lacertidae
A,19988,-27.37,Meroles suborbitalis,32.7,12:10,07/03/70,Lacertidae
L,19997,-26.38,Meroles suborbitalis,35.1,11:33,07/04/70,Lacertidae
L,19998,-26.38,Meroles suborbitalis,33.2,11:39,07/04/70,Lacertidae
L,19999,-26.38,Meroles suborbitalis,36.4,11:50,07/04/70,Lacertidae
A,20021,-27.37,Meroles suborbitalis,34.7,15:00,07/03/70,Lacertidae
L,20026,-26.38,Meroles suborbitalis,33.8,11:55,07/04/70,Lacertidae
L,20032,-26.38,Meroles suborbitalis,33.6,12:40,07/04/70,Lacertidae
L,20034,-26.38,Meroles suborbitalis,35.6,13:00,07/04/70,Lacertidae
L,20038,-26.38,Meroles suborbitalis,33.8,11:25,07/05/70,Lacertidae
L,20048,-26.38,Meroles suborbitalis,36.7,12:20,07/04/70,Lacertidae
L,20050,-26.38,Meroles suborbitalis,33.3,12:40,07/04/70,Lacertidae
L,20053,-26.38,Meroles suborbitalis,35.6,14:37,07/04/70,Lacertidae
L,20062,-26.38,Meroles suborbitalis,31.6,12:08,07/05/70,Lacertidae
L,20063,-26.38,Meroles suborbitalis,31.8,12:27,07/05/70,Lacertidae
L,20066,-26.38,Meroles suborbitalis,32,14:46,07/05/70,Lacertidae
L,20089,-26.38,Meroles suborbitalis,34.8,13:52,07/05/70,Lacertidae
L,20097,-26.38,Meroles suborbitalis,34.8,14:41,07/05/70,Lacertidae
L,20098,-26.38,Meroles suborbitalis,34.1,14:45,07/05/70,Lacertidae
L,20099,-26.38,Meroles suborbitalis,34.3,14:48,07/05/70,Lacertidae
L,20100,-26.38,Meroles suborbitalis,34.8,14:51,07/05/70,Lacertidae
R,20370,-28.23,Meroles suborbitalis,35.3,15:30,07/19/70,Lacertidae
A,20380,-27.37,Meroles suborbitalis,33.6,13:03,08/03/70,Lacertidae
A,20381,-27.37,Meroles suborbitalis,34.9,13:23,07/03/70,Lacertidae
A,20382,-27.37,Meroles suborbitalis,33.3,13:25,08/03/70,Lacertidae
A,20390,-27.37,Meroles suborbitalis,33.3,14:43,08/03/70,Lacertidae
A,20410,-27.37,Meroles suborbitalis,34,13:11,08/04/70,Lacertidae
L,20427,-26.38,Meroles suborbitalis,33.7,12:52,08/05/70,Lacertidae
L,20432,-26.38,Meroles suborbitalis,20.5,11:22,08/06/70,Lacertidae
L,20442,-26.38,Meroles suborbitalis,35.6,13:52,08/06/70,Lacertidae
L,20445,-26.38,Meroles suborbitalis,35.4,14:01,08/06/70,Lacertidae
L,20446,-26.38,Meroles suborbitalis,33.9,14:04,08/06/70,Lacertidae
L,20449,-26.38,Meroles suborbitalis,36.4,14:25,08/06/70,Lacertidae
L,20450,-26.38,Meroles suborbitalis,33.7,14:35,08/06/70,Lacertidae
L,20451,-26.38,Meroles suborbitalis,35.6,14:43,08/06/70,Lacertidae
L,20452,-26.38,Meroles suborbitalis,34.2,14:46,08/06/70,Lacertidae
L,20453,-26.38,Meroles suborbitalis,34.2,14:50,08/06/70,Lacertidae
L,20454,-26.38,Meroles suborbitalis,35.3,14:55,08/06/70,Lacertidae
L,20456,-26.38,Meroles suborbitalis,35.3,15:15,08/06/70,Lacertidae
X,20521,-27.37,Meroles suborbitalis,34.6,13:35,08/14/70,Lacertidae
X,20523,-27.37,Meroles suborbitalis,35.1,13:40,08/14/70,Lacertidae
X,20533,-27.37,Meroles suborbitalis,35.4,15:00,08/14/70,Lacertidae
X,20541,-27.37,Meroles suborbitalis,34,11:14,08/15/70,Lacertidae
X,20560,-27.37,Meroles suborbitalis,35.7,14:31,08/15/70,Lacertidae
X,20576,-27.37,Meroles suborbitalis,34.9,13:15,08/16/70,Lacertidae
X,20581,-27.37,Meroles suborbitalis,37.5,13:43,08/16/70,Lacertidae
X,20582,-27.37,Meroles suborbitalis,35.4,13:47,08/16/70,Lacertidae
D,20672,-27.28,Meroles suborbitalis,35.3,13:55,08/21/70,Lacertidae
D,20673,-27.28,Meroles suborbitalis,35.3,14:13,08/21/70,Lacertidae
D,20674,-27.28,Meroles suborbitalis,34.5,14:13,08/21/70,Lacertidae
D,20675,-27.28,Meroles suborbitalis,36.9,14:17,08/21/70,Lacertidae
G,20688,-28.22,Meroles suborbitalis,35,15:18,08/23/70,Lacertidae
G,20689,-28.22,Meroles suborbitalis,34,15:22,08/23/70,Lacertidae
G,20690,-28.22,Meroles suborbitalis,36,15:32,08/23/70,Lacertidae
G,20695,-28.22,Meroles suborbitalis,28.7,12:11,08/24/70,Lacertidae
G,20698,-28.22,Meroles suborbitalis,33.8,13:25,08/24/70,Lacertidae
G,20700,-28.22,Meroles suborbitalis,32,14:18,08/24/70,Lacertidae
G,20701,-28.22,Meroles suborbitalis,36.7,14:23,08/24/70,Lacertidae
G,20702,-28.22,Meroles suborbitalis,38.2,14:35,08/24/70,Lacertidae
G,20705,-28.22,Meroles suborbitalis,33.5,14:45,08/24/70,Lacertidae
G,20706,-28.22,Meroles suborbitalis,33.7,14:52,08/24/70,Lacertidae
G,20707,-28.22,Meroles suborbitalis,31.8,15:06,08/24/70,Lacertidae
R,20712,-28.23,Meroles suborbitalis,35.8,15:35,08/28/70,Lacertidae
R,20713,-28.23,Meroles suborbitalis,30.5,15:41,08/28/70,Lacertidae
R,20714,-28.23,Meroles suborbitalis,32.8,15:41,08/28/70,Lacertidae
R,20722,-28.23,Meroles suborbitalis,33.9,13:47,08/29/70,Lacertidae
R,20724,-28.23,Meroles suborbitalis,35,14:05,08/29/70,Lacertidae
R,20725,-28.23,Meroles suborbitalis,34.8,14:10,08/29/70,Lacertidae
R,20726,-28.23,Meroles suborbitalis,33.4,14:18,08/29/70,Lacertidae
NA,20736,-26.55,Meroles suborbitalis,35.5,11:05,09/02/70,Lacertidae
NA,20737,-26.55,Meroles suborbitalis,33.7,11:15,09/02/70,Lacertidae
NA,20744,-26.55,Meroles suborbitalis,35.9,12:21,09/02/70,Lacertidae
NA,20745,-26.55,Meroles suborbitalis,34.8,12:38,09/02/70,Lacertidae
B,20776,-27,Meroles suborbitalis,37.7,13:00,09/07/70,Lacertidae
L,20831,-26.38,Meroles suborbitalis,30.2,12:12,09/10/70,Lacertidae
L,20833,-26.38,Meroles suborbitalis,33.3,12:26,09/10/70,Lacertidae
L,20834,-26.38,Meroles suborbitalis,32.2,12:30,09/10/70,Lacertidae
L,20835,-26.38,Meroles suborbitalis,35.1,12:50,09/10/70,Lacertidae
L,20836,-26.38,Meroles suborbitalis,32.2,12:53,09/10/70,Lacertidae
L,20839,-26.38,Meroles suborbitalis,34.6,13:57,09/10/70,Lacertidae
L,20840,-26.38,Meroles suborbitalis,32.8,14:17,09/10/70,Lacertidae
L,20848,-26.38,Meroles suborbitalis,37.5,12:28,09/11/70,Lacertidae
L,20854,-26.38,Meroles suborbitalis,34.8,13:20,09/11/70,Lacertidae
L,20856,-26.38,Meroles suborbitalis,36.7,13:30,09/11/70,Lacertidae
L,20859,-26.38,Meroles suborbitalis,35.4,14:04,09/11/70,Lacertidae
L,20860,-26.38,Meroles suborbitalis,37.9,15:03,09/11/70,Lacertidae
L,20861,-26.38,Meroles suborbitalis,36.4,15:30,09/11/70,Lacertidae
K,20870,-25.75,Meroles suborbitalis,34.3,11:49,09/12/70,Lacertidae
K,20873,-25.75,Meroles suborbitalis,36.6,12:16,09/12/70,Lacertidae
K,20886,-25.75,Meroles suborbitalis,36.2,13:46,09/12/70,Lacertidae
R,20926,-28.23,Meroles suborbitalis,37.4,16:00,09/16/70,Lacertidae
A,20945,-27.37,Meroles suborbitalis,36.6,15:08,09/19/70,Lacertidae
A,20950,-27.37,Meroles suborbitalis,35.2,15:35,09/19/70,Lacertidae
A,20954,-27.37,Meroles suborbitalis,35.3,10:46,09/20/70,Lacertidae
A,20961,-27.37,Meroles suborbitalis,36.9,12:03,09/20/70,Lacertidae
A,20998,-27.37,Meroles suborbitalis,37.9,15:53,09/21/70,Lacertidae
A,21009,-27.37,Meroles suborbitalis,36.9,9:55,09/22/70,Lacertidae
A,21022,-27.37,Meroles suborbitalis,38.1,11:44,09/22/70,Lacertidae
X,21090,-27.37,Meroles suborbitalis,37.1,12:44,09/24/70,Lacertidae
X,21105,-27.37,Meroles suborbitalis,38.2,13:59,09/24/70,Lacertidae
X,21106,-27.37,Meroles suborbitalis,36.3,14:06,09/24/70,Lacertidae
X,21111,-27.37,Meroles suborbitalis,35.1,14:32,09/24/70,Lacertidae
X,21113,-27.37,Meroles suborbitalis,35.5,14:47,09/24/70,Lacertidae
X,21115,-27.37,Meroles suborbitalis,36.7,14:53,09/24/70,Lacertidae
D,21262,-27.28,Meroles suborbitalis,37.4,14:43,09/28/70,Lacertidae
D,21268,-27.28,Meroles suborbitalis,38.1,15:35,09/28/70,Lacertidae
X,21283,-27.37,Meroles suborbitalis,35.6,9:49,10/02/70,Lacertidae
X,21309,-27.37,Meroles suborbitalis,35,13:07,10/02/70,Lacertidae
X,21310,-27.37,Meroles suborbitalis,38.4,13:14,10/02/70,Lacertidae
X,21350,-27.37,Meroles suborbitalis,36.5,11:32,10/03/70,Lacertidae
X,21378,-27.37,Meroles suborbitalis,36.9,10:15,10/04/70,Lacertidae
X,21380,-27.37,Meroles suborbitalis,37.2,10:21,10/04/70,Lacertidae
X,21381,-27.37,Meroles suborbitalis,38.2,10:25,10/04/70,Lacertidae
X,21385,-27.37,Meroles suborbitalis,37.7,10:49,10/04/70,Lacertidae
X,21389,-27.37,Meroles suborbitalis,34.5,11:23,10/04/70,Lacertidae
D,21519,-27.28,Meroles suborbitalis,36.4,13:03,10/08/70,Lacertidae
D,21536,-27.28,Meroles suborbitalis,32.9,16:50,10/08/70,Lacertidae
G,21575,-28.22,Meroles suborbitalis,36.8,9:46,10/11/70,Lacertidae
G,21578,-28.22,Meroles suborbitalis,38.3,10:15,10/11/70,Lacertidae
G,21581,-28.22,Meroles suborbitalis,33.8,10:59,10/11/70,Lacertidae
R,21606,-28.23,Meroles suborbitalis,34.9,11:02,10/12/70,Lacertidae
R,21615,-28.23,Meroles suborbitalis,31.1,12:12,10/12/70,Lacertidae
R,21641,-28.23,Meroles suborbitalis,36.8,9:18,10/13/70,Lacertidae
R,21642,-28.23,Meroles suborbitalis,37.3,9:31,10/13/70,Lacertidae
R,21643,-28.23,Meroles suborbitalis,37.1,9:35,10/13/70,Lacertidae
R,21647,-28.23,Meroles suborbitalis,36.5,10:04,10/13/70,Lacertidae
R,21648,-28.23,Meroles suborbitalis,35.8,10:16,10/13/70,Lacertidae
R,21656,-28.23,Meroles suborbitalis,34.8,11:22,10/13/70,Lacertidae
R,21660,-28.23,Meroles suborbitalis,34.6,11:46,10/13/70,Lacertidae
R,21661,-28.23,Meroles suborbitalis,33.8,11:50,10/13/70,Lacertidae
R,21662,-28.23,Meroles suborbitalis,37.1,16:20,10/13/70,Lacertidae
R,21663,-28.23,Meroles suborbitalis,36.4,16:32,10/13/70,Lacertidae
R,21664,-28.23,Meroles suborbitalis,35.9,16:40,10/13/70,Lacertidae
R,21665,-28.23,Meroles suborbitalis,37.1,16:42,10/13/70,Lacertidae
R,21666,-28.23,Meroles suborbitalis,35.3,16:49,10/13/70,Lacertidae
R,21667,-28.23,Meroles suborbitalis,34.6,16:52,10/13/70,Lacertidae
R,21668,-28.23,Meroles suborbitalis,35.3,16:57,10/13/70,Lacertidae
R,21669,-28.23,Meroles suborbitalis,35.6,17:03,10/13/70,Lacertidae
L,15113,-26.38,Nucras tessellata,38.4,15:05,11/28/69,Lacertidae
L,15122,-26.38,Nucras tessellata,39.6,17:15,11/28/69,Lacertidae
NA,15262,-26.8,Nucras tessellata,39,10:30,12/05/69,Lacertidae
NA,15292,-27.23,Nucras tessellata,38.7,15:43,12/08/69,Lacertidae
L,15365,-26.38,Nucras tessellata,40.6,17:25,12/11/69,Lacertidae
NA,15563,-27.85,Nucras tessellata,37,7:58,12/17/69,Lacertidae
NA,15567,-27.85,Nucras tessellata,36.8,9:24,12/17/69,Lacertidae
A,15683,-27.37,Nucras tessellata,41.2,9:36,12/27/69,Lacertidae
B,15709,-27,Nucras tessellata,39.5,12:05,12/28/69,Lacertidae
B,15710,-27,Nucras tessellata,40.8,12:13,12/28/69,Lacertidae
B,15712,-27,Nucras tessellata,41.7,13:52,12/28/69,Lacertidae
A,15812,-27.37,Nucras tessellata,34.2,9:45,01/02/70,Lacertidae
A,16446,-27.37,Nucras tessellata,39.4,10:38,01/29/70,Lacertidae
A,16461,-27.37,Nucras tessellata,41.3,10:22,01/29/70,Lacertidae
A,16464,-27.37,Nucras tessellata,41,10:40,01/29/70,Lacertidae
A,16476,-27.37,Nucras tessellata,40.1,10:10,01/29/70,Lacertidae
A,16478,-27.37,Nucras tessellata,41.1,10:23,01/29/70,Lacertidae
A,16482,-27.37,Nucras tessellata,41.5,11:08,01/29/70,Lacertidae
A,16504,-27.37,Nucras tessellata,39.8,9:33,01/31/70,Lacertidae
A,16506,-27.37,Nucras tessellata,41.4,9:57,01/31/70,Lacertidae
A,16507,-27.37,Nucras tessellata,39.6,10:01,01/31/70,Lacertidae
A,16522,-27.37,Nucras tessellata,41.8,9:45,01/30/70,Lacertidae
A,16550,-27.37,Nucras tessellata,42.4,9:30,01/30/70,Lacertidae
A,16551,-27.37,Nucras tessellata,42.6,9:33,01/30/70,Lacertidae
A,16553,-27.37,Nucras tessellata,42.3,11:02,01/30/70,Lacertidae
A,16573,-27.37,Nucras tessellata,37.8,8:49,01/31/70,Lacertidae
A,16576,-27.37,Nucras tessellata,41.1,9:40,01/31/70,Lacertidae
B,16624,-27,Nucras tessellata,40.6,10:54,02/01/70,Lacertidae
B,16631,-27,Nucras tessellata,41.1,10:15,02/01/70,Lacertidae
B,16633,-27,Nucras tessellata,41.7,10:30,02/01/70,Lacertidae
B,16666,-27,Nucras tessellata,40.3,10:30,02/02/70,Lacertidae
B,16679,-27,Nucras tessellata,40,10:25,02/02/70,Lacertidae
L,16746,-26.38,Nucras tessellata,32.5,16:15,02/03/70,Lacertidae
L,16812,-26.38,Nucras tessellata,36.4,14:07,02/04/70,Lacertidae
L,16814,-26.38,Nucras tessellata,36,14:37,02/04/70,Lacertidae
L,16839,-26.38,Nucras tessellata,35.8,15:23,02/04/70,Lacertidae
B,17147,-27,Nucras tessellata,35.6,10:07,02/09/70,Lacertidae
B,17153,-27,Nucras tessellata,39.7,10:25,02/09/70,Lacertidae
B,17191,-27,Nucras tessellata,40.4,10:59,02/09/70,Lacertidae
B,17192,-27,Nucras tessellata,41.3,11:05,02/09/70,Lacertidae
A,18646,-27.37,Nucras tessellata,41,11:55,04/04/70,Lacertidae
B,18698,-27.97,Nucras tessellata,33.4,11:40,04/07/70,Lacertidae
L,20832,-26.38,Nucras tessellata,30.7,12:21,09/10/70,Lacertidae
L,20853,-26.38,Nucras tessellata,36.9,13:12,09/11/70,Lacertidae
A,21021,-27.37,Nucras tessellata,40.6,11:44,09/22/70,Lacertidae
L,15070,-26.38,Pedioplanis namaquensis,38.6,10:15,11/28/69,Lacertidae
L,15081,-26.38,Pedioplanis namaquensis,39,12:05,11/28/69,Lacertidae
L,15115,-26.38,Pedioplanis namaquensis,38,15:47,11/28/69,Lacertidae
L,15120,-26.38,Pedioplanis namaquensis,37.2,16:40,11/28/69,Lacertidae
K,15150,-25.75,Pedioplanis namaquensis,41.5,16:46,11/30/69,Lacertidae
K,15151,-25.75,Pedioplanis namaquensis,38.3,16:51,11/30/69,Lacertidae
K,15153,-25.75,Pedioplanis namaquensis,38,18:30,11/30/69,Lacertidae
K,15155,-25.75,Pedioplanis namaquensis,38.8,18:39,11/30/69,Lacertidae
K,15172,-25.75,Pedioplanis namaquensis,39.8,16:48,11/29/69,Lacertidae
K,15173,-25.75,Pedioplanis namaquensis,38.3,18:00,11/29/69,Lacertidae
NA,15324,-27.23,Pedioplanis namaquensis,36.4,9:14,12/08/69,Lacertidae
L,15368,-26.38,Pedioplanis namaquensis,40,17:45,12/11/69,Lacertidae
L,15385,-26.38,Pedioplanis namaquensis,39.7,15:44,12/11/69,Lacertidae
L,15388,-26.38,Pedioplanis namaquensis,40.6,16:54,12/11/69,Lacertidae
L,15417,-26.38,Pedioplanis namaquensis,39.3,18:07,12/11/69,Lacertidae
L,15422,-26.38,Pedioplanis namaquensis,36.6,18:25,12/11/69,Lacertidae
L,15424,-26.38,Pedioplanis namaquensis,36.8,18:32,12/11/69,Lacertidae
K,15451,-25.75,Pedioplanis namaquensis,39.8,17:30,12/12/69,Lacertidae
K,15456,-25.75,Pedioplanis namaquensis,38.2,17:27,12/12/69,Lacertidae
K,15458,-25.75,Pedioplanis namaquensis,38.4,17:28,12/12/69,Lacertidae
K,15461,-25.75,Pedioplanis namaquensis,36.6,18:15,12/12/69,Lacertidae
K,15463,-25.75,Pedioplanis namaquensis,36.4,18:34,12/12/69,Lacertidae
K,15464,-25.75,Pedioplanis namaquensis,37.7,18:35,12/12/69,Lacertidae
K,15476,-25.75,Pedioplanis namaquensis,37.6,18:15,12/12/69,Lacertidae
K,15477,-25.75,Pedioplanis namaquensis,37,18:28,12/12/69,Lacertidae
K,15478,-25.75,Pedioplanis namaquensis,37.6,18:37,12/12/69,Lacertidae
K,15479,-25.75,Pedioplanis namaquensis,35.6,18:43,12/12/69,Lacertidae
B,15524,-27,Pedioplanis namaquensis,39.2,9:00,12/16/69,Lacertidae
B,15700,-27,Pedioplanis namaquensis,39.7,10:52,12/28/69,Lacertidae
B,15703,-27,Pedioplanis namaquensis,38.5,11:13,12/28/69,Lacertidae
B,15704,-27,Pedioplanis namaquensis,37.3,11:31,12/28/69,Lacertidae
B,15706,-27,Pedioplanis namaquensis,40.4,11:40,12/28/69,Lacertidae
B,15722,-27,Pedioplanis namaquensis,36,18:03,12/28/69,Lacertidae
B,15724,-27,Pedioplanis namaquensis,38.8,18:21,12/28/69,Lacertidae
T,16188,-26.13,Pedioplanis namaquensis,36.8,10:02,01/23/70,Lacertidae
T,16231,-26.13,Pedioplanis namaquensis,37.2,9:15,01/24/70,Lacertidae
T,16233,-26.13,Pedioplanis namaquensis,37.7,9:27,01/24/70,Lacertidae
T,16234,-26.13,Pedioplanis namaquensis,38.7,9:33,01/24/70,Lacertidae
T,16235,-26.13,Pedioplanis namaquensis,37.1,9:45,01/24/70,Lacertidae
T,16236,-26.13,Pedioplanis namaquensis,38.7,9:55,01/24/70,Lacertidae
T,16290,-26.13,Pedioplanis namaquensis,37.6,8:54,01/24/70,Lacertidae
G,16365,-28.22,Pedioplanis namaquensis,34.8,18:21,01/26/70,Lacertidae
B,16605,-27,Pedioplanis namaquensis,39.6,9:54,02/02/70,Lacertidae
B,16606,-27,Pedioplanis namaquensis,39,9:55,02/02/70,Lacertidae
B,16676,-27,Pedioplanis namaquensis,37.9,9:53,02/02/70,Lacertidae
B,16677,-27,Pedioplanis namaquensis,38.7,10:10,02/02/70,Lacertidae
B,16678,-27,Pedioplanis namaquensis,39.3,10:18,02/02/70,Lacertidae
L,16755,-26.38,Pedioplanis namaquensis,33.8,11:49,02/04/70,Lacertidae
L,16781,-26.38,Pedioplanis namaquensis,32.2,12:00,02/04/70,Lacertidae
L,16785,-26.38,Pedioplanis namaquensis,33.5,12:16,02/04/70,Lacertidae
L,16786,-26.38,Pedioplanis namaquensis,33.6,12:23,02/04/70,Lacertidae
L,16797,-26.38,Pedioplanis namaquensis,35,11:40,02/04/70,Lacertidae
L,16808,-26.38,Pedioplanis namaquensis,38.3,14:15,02/04/70,Lacertidae
L,16817,-26.38,Pedioplanis namaquensis,36,14:59,02/04/70,Lacertidae
L,16818,-26.38,Pedioplanis namaquensis,36.8,15:06,02/04/70,Lacertidae
L,16822,-26.38,Pedioplanis namaquensis,34.2,18:00,02/04/70,Lacertidae
K,16880,-25.75,Pedioplanis namaquensis,36.6,16:05,02/05/70,Lacertidae
K,16881,-25.75,Pedioplanis namaquensis,39.1,16:11,02/05/70,Lacertidae
K,16882,-25.75,Pedioplanis namaquensis,38.2,16:14,02/05/70,Lacertidae
K,16891,-25.75,Pedioplanis namaquensis,38.2,16:55,02/05/70,Lacertidae
K,16894,-25.75,Pedioplanis namaquensis,34.6,17:22,02/05/70,Lacertidae
K,16930,-25.75,Pedioplanis namaquensis,38.3,9:10,02/06/70,Lacertidae
K,16931,-25.75,Pedioplanis namaquensis,39.2,16:25,02/05/70,Lacertidae
K,16934,-25.75,Pedioplanis namaquensis,37.1,17:11,02/05/70,Lacertidae
K,16938,-25.75,Pedioplanis namaquensis,35.7,17:26,02/05/70,Lacertidae
K,16943,-25.75,Pedioplanis namaquensis,35.3,18:02,02/05/70,Lacertidae
K,16944,-25.75,Pedioplanis namaquensis,35,18:06,02/05/70,Lacertidae
K,16945,-25.75,Pedioplanis namaquensis,34.2,18:10,02/05/70,Lacertidae
K,16948,-25.75,Pedioplanis namaquensis,36.5,18:18,02/05/70,Lacertidae
K,16968,-25.75,Pedioplanis namaquensis,38,9:34,02/06/70,Lacertidae
K,16974,-25.75,Pedioplanis namaquensis,38.5,10:09,02/06/70,Lacertidae
K,16980,-25.75,Pedioplanis namaquensis,40.1,14:58,02/06/70,Lacertidae
K,16981,-25.75,Pedioplanis namaquensis,42.4,15:11,02/06/70,Lacertidae
K,17004,-25.75,Pedioplanis namaquensis,39.4,10:47,02/06/70,Lacertidae
B,17034,-27,Pedioplanis namaquensis,35.7,10:14,02/08/70,Lacertidae
T,17438,-26.13,Pedioplanis namaquensis,37.8,9:42,02/20/70,Lacertidae
T,17439,-26.13,Pedioplanis namaquensis,36.2,9:50,02/20/70,Lacertidae
G,17933,-28.22,Pedioplanis namaquensis,39.3,10:39,02/27/70,Lacertidae
G,17948,-28.22,Pedioplanis namaquensis,38.7,9:11,02/26/70,Lacertidae
L,18077,-26.38,Pedioplanis namaquensis,41,10:33,03/11/70,Lacertidae
L,18220,-26.38,Pedioplanis namaquensis,36.7,9:55,03/11/70,Lacertidae
L,18226,-26.38,Pedioplanis namaquensis,37.9,9:55,03/12/70,Lacertidae
L,18232,-26.38,Pedioplanis namaquensis,37.5,10:26,03/11/70,Lacertidae
L,18235,-26.38,Pedioplanis namaquensis,38.5,10:36,03/11/70,Lacertidae
L,18241,-26.38,Pedioplanis namaquensis,38.7,10:09,03/11/70,Lacertidae
L,18257,-26.38,Pedioplanis namaquensis,39.4,11:46,03/11/70,Lacertidae
L,18258,-26.38,Pedioplanis namaquensis,39.1,11:51,03/11/70,Lacertidae
L,18263,-26.38,Pedioplanis namaquensis,37.8,11:30,03/11/70,Lacertidae
L,18270,-26.38,Pedioplanis namaquensis,38.3,10:00,03/12/70,Lacertidae
L,18275,-26.38,Pedioplanis namaquensis,39.6,11:10,03/12/70,Lacertidae
L,18285,-26.38,Pedioplanis namaquensis,39.6,11:42,03/11/70,Lacertidae
L,18291,-26.38,Pedioplanis namaquensis,38,17:53,03/11/70,Lacertidae
L,18299,-26.38,Pedioplanis namaquensis,37.2,18:08,03/11/70,Lacertidae
L,18335,-26.38,Pedioplanis namaquensis,37.8,9:59,03/12/70,Lacertidae
L,18340,-26.38,Pedioplanis namaquensis,40.3,10:29,03/12/70,Lacertidae
K,18358,-25.75,Pedioplanis namaquensis,38.2,17:20,03/12/70,Lacertidae
L,18366,-26.38,Pedioplanis namaquensis,37.5,11:41,03/12/70,Lacertidae
L,18370,-26.38,Pedioplanis namaquensis,39.4,12:03,03/12/70,Lacertidae
K,18399,-25.75,Pedioplanis namaquensis,37.6,10:10,03/13/70,Lacertidae
K,18436,-25.75,Pedioplanis namaquensis,36.8,9:21,03/13/70,Lacertidae
K,18437,-25.75,Pedioplanis namaquensis,37,9:27,03/13/70,Lacertidae
K,18440,-25.75,Pedioplanis namaquensis,39.7,9:42,03/13/70,Lacertidae
K,18447,-25.75,Pedioplanis namaquensis,37.4,9:35,03/13/70,Lacertidae
K,18450,-25.75,Pedioplanis namaquensis,37.4,9:57,03/13/70,Lacertidae
K,18452,-25.75,Pedioplanis namaquensis,36.3,10:05,03/13/70,Lacertidae
K,18461,-25.75,Pedioplanis namaquensis,39.3,9:45,03/13/70,Lacertidae
K,18462,-25.75,Pedioplanis namaquensis,36.7,9:50,03/13/70,Lacertidae
K,18463,-25.75,Pedioplanis namaquensis,38.6,9:57,03/13/70,Lacertidae
K,18464,-25.75,Pedioplanis namaquensis,38.1,10:00,03/13/70,Lacertidae
K,18468,-25.75,Pedioplanis namaquensis,37.4,10:23,03/13/70,Lacertidae
G,19040,-28.22,Pedioplanis namaquensis,37.4,15:42,04/22/70,Lacertidae
G,19114,-28.22,Pedioplanis namaquensis,35.4,16:12,04/23/70,Lacertidae
K,19379,-25.75,Pedioplanis namaquensis,38.5,13:20,05/13/70,Lacertidae
K,19380,-25.75,Pedioplanis namaquensis,38.9,13:25,05/13/70,Lacertidae
L,19383,-26.38,Pedioplanis namaquensis,36.3,14:17,05/11/70,Lacertidae
K,19430,-25.75,Pedioplanis namaquensis,39.8,12:15,05/13/70,Lacertidae
K,19431,-25.75,Pedioplanis namaquensis,39.4,12:20,05/13/70,Lacertidae
K,19432,-25.75,Pedioplanis namaquensis,39.4,12:20,05/13/70,Lacertidae
K,19436,-25.75,Pedioplanis namaquensis,39.7,12:40,04/13/70,Lacertidae
K,19438,-25.75,Pedioplanis namaquensis,39.3,12:50,05/13/70,Lacertidae
K,19448,-25.75,Pedioplanis namaquensis,36.8,14:08,05/13/70,Lacertidae
K,19449,-25.75,Pedioplanis namaquensis,37.5,14:14,05/13/70,Lacertidae
K,19461,-25.75,Pedioplanis namaquensis,36.9,13:02,05/13/70,Lacertidae
T,19761,-26.13,Pedioplanis namaquensis,35.4,12:35,05/23/70,Lacertidae
T,19776,-26.13,Pedioplanis namaquensis,34.6,15:15,05/23/70,Lacertidae
T,19777,-26.13,Pedioplanis namaquensis,34.4,15:15,05/23/70,Lacertidae
L,20035,-26.38,Pedioplanis namaquensis,30,14:45,07/04/70,Lacertidae
B,20173,-27,Pedioplanis namaquensis,34.7,13:40,07/08/70,Lacertidae
L,20455,-26.38,Pedioplanis namaquensis,37,14:59,08/06/70,Lacertidae
K,20885,-25.75,Pedioplanis namaquensis,38.9,13:21,09/12/70,Lacertidae
K,20906,-25.75,Pedioplanis namaquensis,38.3,13:49,09/13/70,Lacertidae
X,21087,-27.37,Pedioplanis namaquensis,41.1,12:19,09/24/70,Lacertidae
T,21239,-26.13,Pedioplanis namaquensis,38.1,15:01,09/27/70,Lacertidae
